camera,frame,id,class_name,confidence,x_center,y_center
CAMERA_DEBUT_COULOIR_DROIT.mp4,155,30,person,0.3,344.23535,640.9723
CAMERA_DEBUT_COULOIR_DROIT.mp4,156,42,person,0.51,377.17352,650.34906
CAMERA_DEBUT_COULOIR_DROIT.mp4,156,43,person,0.9,606.96515,927.41895
CAMERA_DEBUT_COULOIR_DROIT.mp4,156,30,person,0.33,344.57886,640.8654
CAMERA_DEBUT_COULOIR_DROIT.mp4,156,23,person,0.35,350.70584,642.64075
CAMERA_DEBUT_COULOIR_DROIT.mp4,157,42,person,0.54,377.687,650.7819
CAMERA_DEBUT_COULOIR_DROIT.mp4,157,43,person,0.89,605.29694,925.5357
CAMERA_DEBUT_COULOIR_DROIT.mp4,157,30,person,0.35,344.7796,640.73157
CAMERA_DEBUT_COULOIR_DROIT.mp4,157,23,person,0.35,350.97083,642.3939
CAMERA_DEBUT_COULOIR_DROIT.mp4,157,45,person,0.4,366.5419,646.90344
CAMERA_DEBUT_COULOIR_DROIT.mp4,158,42,person,0.6,377.90393,651.6947
CAMERA_DEBUT_COULOIR_DROIT.mp4,158,43,person,0.88,605.8089,925.4332
CAMERA_DEBUT_COULOIR_DROIT.mp4,158,30,person,0.41,345.1272,641.3838
CAMERA_DEBUT_COULOIR_DROIT.mp4,158,23,person,0.36,350.4325,642.41144
CAMERA_DEBUT_COULOIR_DROIT.mp4,158,45,person,0.41,367.10327,646.9673
CAMERA_DEBUT_COULOIR_DROIT.mp4,159,42,person,0.62,378.06647,651.5817
CAMERA_DEBUT_COULOIR_DROIT.mp4,159,43,person,0.91,607.0843,925.22925
CAMERA_DEBUT_COULOIR_DROIT.mp4,159,30,person,0.42,345.24023,641.4823
CAMERA_DEBUT_COULOIR_DROIT.mp4,159,23,person,0.36,350.47995,642.41614
CAMERA_DEBUT_COULOIR_DROIT.mp4,159,45,person,0.43,368.7545,647.25256
CAMERA_DEBUT_COULOIR_DROIT.mp4,160,42,person,0.61,377.8522,651.2443
CAMERA_DEBUT_COULOIR_DROIT.mp4,160,43,person,0.9,608.9916,924.0644
CAMERA_DEBUT_COULOIR_DROIT.mp4,160,30,person,0.44,345.3374,641.51013
CAMERA_DEBUT_COULOIR_DROIT.mp4,160,23,person,0.38,349.85318,642.2427
CAMERA_DEBUT_COULOIR_DROIT.mp4,160,45,person,0.42,371.58246,647.5896
CAMERA_DEBUT_COULOIR_DROIT.mp4,161,42,person,0.63,377.64487,652.1692
CAMERA_DEBUT_COULOIR_DROIT.mp4,161,43,person,0.9,610.3739,923.6324
CAMERA_DEBUT_COULOIR_DROIT.mp4,161,30,person,0.41,345.12695,641.61487
CAMERA_DEBUT_COULOIR_DROIT.mp4,161,23,person,0.3,350.10535,642.0117
CAMERA_DEBUT_COULOIR_DROIT.mp4,161,45,person,0.45,372.44443,648.8297
CAMERA_DEBUT_COULOIR_DROIT.mp4,162,42,person,0.64,377.53745,652.6421
CAMERA_DEBUT_COULOIR_DROIT.mp4,162,43,person,0.92,610.1661,924.7934
CAMERA_DEBUT_COULOIR_DROIT.mp4,162,30,person,0.45,345.35477,641.4746
CAMERA_DEBUT_COULOIR_DROIT.mp4,162,23,person,0.3,350.29675,642.5369
CAMERA_DEBUT_COULOIR_DROIT.mp4,162,45,person,0.47,373.25604,649.5344
CAMERA_DEBUT_COULOIR_DROIT.mp4,163,42,person,0.65,377.623,652.7053
CAMERA_DEBUT_COULOIR_DROIT.mp4,163,43,person,0.9,608.69885,925.1794
CAMERA_DEBUT_COULOIR_DROIT.mp4,163,30,person,0.43,345.31894,641.1079
CAMERA_DEBUT_COULOIR_DROIT.mp4,163,23,person,0.32,350.51007,641.8762
CAMERA_DEBUT_COULOIR_DROIT.mp4,164,42,person,0.64,377.70486,652.7637
CAMERA_DEBUT_COULOIR_DROIT.mp4,164,43,person,0.91,605.0521,924.9254
CAMERA_DEBUT_COULOIR_DROIT.mp4,164,30,person,0.45,345.7537,640.72577
CAMERA_DEBUT_COULOIR_DROIT.mp4,164,23,person,0.36,350.48636,641.72864
CAMERA_DEBUT_COULOIR_DROIT.mp4,165,42,person,0.66,377.82593,652.3734
CAMERA_DEBUT_COULOIR_DROIT.mp4,165,43,person,0.87,595.50696,928.62427
CAMERA_DEBUT_COULOIR_DROIT.mp4,165,30,person,0.45,345.83154,640.6902
CAMERA_DEBUT_COULOIR_DROIT.mp4,165,23,person,0.35,350.40167,641.60284
CAMERA_DEBUT_COULOIR_DROIT.mp4,165,65,person,0.38,341.81543,641.24133
CAMERA_DEBUT_COULOIR_DROIT.mp4,166,42,person,0.65,377.9519,652.2132
CAMERA_DEBUT_COULOIR_DROIT.mp4,166,43,person,0.89,586.6486,930.2192
CAMERA_DEBUT_COULOIR_DROIT.mp4,166,30,person,0.44,345.55908,640.62244
CAMERA_DEBUT_COULOIR_DROIT.mp4,166,23,person,0.26,349.82608,642.2565
CAMERA_DEBUT_COULOIR_DROIT.mp4,166,65,person,0.4,341.66983,641.334
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,42,person,0.63,377.93222,652.4033
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,43,person,0.89,579.22644,932.77515
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,30,person,0.44,345.15942,640.8468
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,23,person,0.25,349.69116,642.6505
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,65,person,0.39,341.6491,641.4053
CAMERA_DEBUT_COULOIR_DROIT.mp4,167,54,backpack,0.47,644.8324,760.7196
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,42,person,0.65,378.1742,652.4418
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,43,person,0.89,576.0304,933.6221
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,30,person,0.47,345.12665,640.92926
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,23,person,0.32,349.32272,642.73694
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,65,person,0.46,341.82324,641.5432
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,54,backpack,0.39,636.3252,763.0522
CAMERA_DEBUT_COULOIR_DROIT.mp4,168,45,person,0.47,374.3614,650.60767
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,42,person,0.62,378.75015,651.635
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,43,person,0.89,574.82263,933.004
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,30,person,0.45,345.09418,640.92786
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,23,person,0.36,349.4745,642.1415
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,65,person,0.44,341.83105,641.27686
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,54,backpack,0.3,625.9205,763.77
CAMERA_DEBUT_COULOIR_DROIT.mp4,169,45,person,0.41,372.42563,649.0896
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,42,person,0.61,379.31598,651.59546
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,43,person,0.9,571.6505,924.7838
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,30,person,0.44,345.3244,640.8915
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,23,person,0.37,351.66653,641.9977
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,65,person,0.44,341.73828,641.2605
CAMERA_DEBUT_COULOIR_DROIT.mp4,170,54,backpack,0.3,614.0216,762.3391
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,42,person,0.59,379.3081,651.08887
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,43,person,0.91,567.97437,921.92126
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,30,person,0.45,345.34894,640.69824
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,23,person,0.4,351.37512,641.7346
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,65,person,0.44,341.93048,641.2394
CAMERA_DEBUT_COULOIR_DROIT.mp4,171,54,backpack,0.31,600.7109,762.0137
CAMERA_DEBUT_COULOIR_DROIT.mp4,172,42,person,0.58,379.5224,651.18915
CAMERA_DEBUT_COULOIR_DROIT.mp4,172,43,person,0.89,565.0615,918.00757
CAMERA_DEBUT_COULOIR_DROIT.mp4,172,30,person,0.47,344.81274,640.90466
CAMERA_DEBUT_COULOIR_DROIT.mp4,172,23,person,0.39,350.57285,641.9275
CAMERA_DEBUT_COULOIR_DROIT.mp4,172,45,person,0.45,375.5235,646.7037
CAMERA_DEBUT_COULOIR_DROIT.mp4,173,42,person,0.58,379.06677,651.3478
CAMERA_DEBUT_COULOIR_DROIT.mp4,173,43,person,0.89,555.10486,886.8179
CAMERA_DEBUT_COULOIR_DROIT.mp4,173,30,person,0.46,344.7436,641.0073
CAMERA_DEBUT_COULOIR_DROIT.mp4,173,23,person,0.38,349.90167,642.074
CAMERA_DEBUT_COULOIR_DROIT.mp4,173,45,person,0.48,375.58197,646.37427
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,42,person,0.57,379.00684,651.0748
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,43,person,0.89,545.6809,864.68713
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,30,person,0.45,344.65747,640.9154
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,23,person,0.35,350.57434,642.07623
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,71,person,0.36,365.66412,645.016
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,65,person,0.43,341.70563,641.2084
CAMERA_DEBUT_COULOIR_DROIT.mp4,174,54,backpack,0.55,567.16425,747.4866
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,42,person,0.57,378.93375,651.3169
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,43,person,0.86,532.6547,853.39636
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,30,person,0.46,344.37283,640.72437
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,23,person,0.35,350.6449,641.93744
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,71,person,0.34,365.4029,645.14026
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,65,person,0.43,341.6565,641.0857
CAMERA_DEBUT_COULOIR_DROIT.mp4,175,54,backpack,0.5,557.09924,740.4746
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,42,person,0.56,378.76038,650.5364
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,43,person,0.87,521.4031,848.56433
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,23,person,0.4,350.04645,641.6984
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,71,person,0.37,365.28137,644.9812
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,65,person,0.47,341.86218,641.3279
CAMERA_DEBUT_COULOIR_DROIT.mp4,176,54,backpack,0.41,551.1416,734.24146
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,42,person,0.57,378.65192,650.34625
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,43,person,0.88,516.2328,845.7289
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,23,person,0.39,350.6651,641.5705
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,71,person,0.37,366.10315,645.45746
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,65,person,0.45,341.93573,641.3843
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,54,backpack,0.36,541.1514,727.84076
CAMERA_DEBUT_COULOIR_DROIT.mp4,177,30,person,0.39,345.50623,640.59717
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,42,person,0.56,378.3644,650.19934
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,43,person,0.9,512.1924,845.3248
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,23,person,0.34,350.86084,641.9593
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,71,person,0.39,368.39233,645.8652
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,65,person,0.45,341.92996,641.2761
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,54,backpack,0.51,537.0806,724.0033
CAMERA_DEBUT_COULOIR_DROIT.mp4,178,30,person,0.37,346.01797,640.50385
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,42,person,0.58,378.03177,650.3611
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,43,person,0.9,507.49274,845.4633
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,23,person,0.33,350.72028,642.20154
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,71,person,0.44,370.8545,647.092
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,65,person,0.46,341.8496,641.37427
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,54,backpack,0.56,535.638,721.9685
CAMERA_DEBUT_COULOIR_DROIT.mp4,179,30,person,0.4,346.37198,640.67236
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,42,person,0.59,377.84473,650.50745
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,43,person,0.91,502.5591,846.6769
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,23,person,0.39,351.50833,642.01306
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,71,person,0.44,371.21448,648.0604
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,65,person,0.46,341.5415,641.68005
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,54,backpack,0.57,526.7963,721.43005
CAMERA_DEBUT_COULOIR_DROIT.mp4,180,30,person,0.39,346.71082,641.0808
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,42,person,0.6,377.00867,650.64233
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,43,person,0.9,496.99628,848.98413
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,23,person,0.42,351.3097,641.81067
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,71,person,0.44,371.65814,648.1271
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,65,person,0.51,341.61108,641.68335
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,54,backpack,0.77,516.38367,722.0398
CAMERA_DEBUT_COULOIR_DROIT.mp4,181,30,person,0.43,346.6307,641.0729
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,42,person,0.62,376.36267,651.3684
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,43,person,0.88,492.45023,850.441
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,23,person,0.42,351.98004,641.7648
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,71,person,0.46,371.11072,648.58856
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,65,person,0.49,341.52777,641.7075
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,54,backpack,0.84,510.44904,724.4964
CAMERA_DEBUT_COULOIR_DROIT.mp4,182,30,person,0.42,346.86026,641.09314
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,42,person,0.6,375.97455,651.8816
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,43,person,0.86,487.77582,852.4608
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,23,person,0.41,353.101,641.7993
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,71,person,0.44,369.60297,648.2957
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,65,person,0.48,341.4439,641.6162
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,54,backpack,0.81,503.35153,727.6813
CAMERA_DEBUT_COULOIR_DROIT.mp4,183,30,person,0.4,347.1076,640.9805
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,42,person,0.58,377.17902,651.62695
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,43,person,0.86,483.72522,853.76526
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,23,person,0.39,353.60086,641.798
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,71,person,0.36,366.94547,647.29346
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,65,person,0.46,341.489,641.51685
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,54,backpack,0.81,500.3482,730.8025
CAMERA_DEBUT_COULOIR_DROIT.mp4,184,30,person,0.38,347.07745,640.95435
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,42,person,0.59,377.79028,652.3947
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,43,person,0.87,479.43567,856.3213
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,23,person,0.36,353.5321,641.6228
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,71,person,0.33,366.27582,647.8787
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,65,person,0.47,341.66046,641.50867
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,54,backpack,0.76,497.99017,732.54004
CAMERA_DEBUT_COULOIR_DROIT.mp4,185,30,person,0.41,346.8794,640.854
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,42,person,0.57,378.12158,652.4265
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,43,person,0.87,475.8397,856.45917
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,23,person,0.38,353.79044,641.4912
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,71,person,0.33,365.617,647.02905
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,65,person,0.45,341.53302,641.3099
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,54,backpack,0.82,497.96936,731.43774
CAMERA_DEBUT_COULOIR_DROIT.mp4,186,30,person,0.4,346.84656,640.6389
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,42,person,0.58,378.1382,652.84045
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,43,person,0.86,471.26288,854.4293
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,23,person,0.36,352.9311,641.322
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,71,person,0.32,366.10608,647.64166
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,65,person,0.43,341.75128,640.87195
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,54,backpack,0.81,494.91956,729.8031
CAMERA_DEBUT_COULOIR_DROIT.mp4,187,30,person,0.39,346.7071,640.39636
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,42,person,0.59,377.86346,653.6702
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,43,person,0.87,466.84796,846.1017
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,23,person,0.34,351.52582,641.3667
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,71,person,0.35,368.20258,649.4912
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,65,person,0.43,341.9563,640.8058
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,54,backpack,0.81,493.01297,726.838
CAMERA_DEBUT_COULOIR_DROIT.mp4,188,30,person,0.4,346.48938,640.3052
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,42,person,0.6,377.47247,654.3247
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,43,person,0.89,463.05872,825.3739
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,23,person,0.26,350.7415,641.973
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,71,person,0.45,371.36163,651.07715
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,65,person,0.45,342.11804,641.0831
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,54,backpack,0.79,489.9543,723.82947
CAMERA_DEBUT_COULOIR_DROIT.mp4,189,30,person,0.42,346.35107,640.3756
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,42,person,0.6,377.52472,654.6044
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,43,person,0.89,460.6503,813.0013
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,23,person,0.3,351.13483,642.19495
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,71,person,0.4,371.19064,650.83826
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,65,person,0.47,342.28113,641.10156
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,54,backpack,0.67,487.68375,723.33185
CAMERA_DEBUT_COULOIR_DROIT.mp4,190,30,person,0.44,346.5069,640.44226
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,42,person,0.6,377.64374,655.35144
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,43,person,0.88,457.35028,807.93665
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,23,person,0.26,351.16876,642.4564
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,71,person,0.41,370.94983,651.4227
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,65,person,0.45,342.28497,641.27893
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,54,backpack,0.74,485.29865,722.5244
CAMERA_DEBUT_COULOIR_DROIT.mp4,191,30,person,0.42,346.44244,640.62305
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,42,person,0.59,377.81778,655.2004
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,43,person,0.88,453.5083,810.83606
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,71,person,0.37,368.90924,650.6483
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,65,person,0.45,342.40533,641.228
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,54,backpack,0.77,484.29492,723.42737
CAMERA_DEBUT_COULOIR_DROIT.mp4,192,30,person,0.34,348.45547,641.4845
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,42,person,0.6,377.8407,655.2693
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,43,person,0.88,452.11597,814.62146
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,71,person,0.4,369.09576,652.1903
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,65,person,0.46,342.658,641.01434
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,54,backpack,0.82,483.0335,724.47424
CAMERA_DEBUT_COULOIR_DROIT.mp4,193,30,person,0.38,347.6588,641.3922
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,42,person,0.6,377.74088,654.5885
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,43,person,0.87,451.40955,816.5967
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,71,person,0.4,368.58832,652.0405
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,65,person,0.46,342.57166,640.53613
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,54,backpack,0.87,479.88464,724.6195
CAMERA_DEBUT_COULOIR_DROIT.mp4,194,30,person,0.39,347.63312,641.0849
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,42,person,0.6,378.91754,653.22906
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,43,person,0.86,446.489,816.077
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,71,person,0.45,369.66193,652.07654
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,65,person,0.46,342.47733,640.2888
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,54,backpack,0.83,476.82397,724.2805
CAMERA_DEBUT_COULOIR_DROIT.mp4,195,30,person,0.4,346.95233,640.83936
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,42,person,0.64,379.2716,652.6174
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,43,person,0.84,443.23245,810.71533
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,71,person,0.46,371.42456,652.695
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,65,person,0.46,342.5511,640.2755
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,54,backpack,0.35,472.84705,722.3197
CAMERA_DEBUT_COULOIR_DROIT.mp4,196,30,person,0.34,346.94705,640.6714
CAMERA_DEBUT_COULOIR_DROIT.mp4,197,42,person,0.63,379.55225,652.38513
CAMERA_DEBUT_COULOIR_DROIT.mp4,197,43,person,0.83,440.29062,794.0127
CAMERA_DEBUT_COULOIR_DROIT.mp4,197,71,person,0.43,371.70508,652.9568
CAMERA_DEBUT_COULOIR_DROIT.mp4,197,65,person,0.46,342.62427,640.48157
CAMERA_DEBUT_COULOIR_DROIT.mp4,197,30,person,0.37,346.8233,640.7898
CAMERA_DEBUT_COULOIR_DROIT.mp4,198,42,person,0.64,379.22797,652.72504
CAMERA_DEBUT_COULOIR_DROIT.mp4,198,43,person,0.8,440.3272,791.1912
CAMERA_DEBUT_COULOIR_DROIT.mp4,198,71,person,0.49,372.4854,653.59143
CAMERA_DEBUT_COULOIR_DROIT.mp4,198,30,person,0.42,345.79306,640.0997
CAMERA_DEBUT_COULOIR_DROIT.mp4,198,54,backpack,0.39,466.81195,709.34863
CAMERA_DEBUT_COULOIR_DROIT.mp4,199,42,person,0.55,378.4171,652.70575
CAMERA_DEBUT_COULOIR_DROIT.mp4,199,43,person,0.85,439.33905,776.9013
CAMERA_DEBUT_COULOIR_DROIT.mp4,199,30,person,0.3,346.59094,640.75183
CAMERA_DEBUT_COULOIR_DROIT.mp4,199,54,backpack,0.34,464.54462,700.50665
CAMERA_DEBUT_COULOIR_DROIT.mp4,199,65,person,0.37,342.66626,640.8508
CAMERA_DEBUT_COULOIR_DROIT.mp4,200,42,person,0.5,377.7068,653.71545
CAMERA_DEBUT_COULOIR_DROIT.mp4,200,43,person,0.89,437.89056,761.25696
CAMERA_DEBUT_COULOIR_DROIT.mp4,200,54,backpack,0.32,463.32043,694.0544
CAMERA_DEBUT_COULOIR_DROIT.mp4,200,65,person,0.35,342.7,640.73206
CAMERA_DEBUT_COULOIR_DROIT.mp4,201,42,person,0.46,377.326,654.3113
CAMERA_DEBUT_COULOIR_DROIT.mp4,201,43,person,0.88,436.08423,754.1134
CAMERA_DEBUT_COULOIR_DROIT.mp4,201,54,backpack,0.6,461.6836,689.5353
CAMERA_DEBUT_COULOIR_DROIT.mp4,201,65,person,0.35,342.7391,640.6001
CAMERA_DEBUT_COULOIR_DROIT.mp4,202,42,person,0.5,377.35446,654.6444
CAMERA_DEBUT_COULOIR_DROIT.mp4,202,43,person,0.86,434.853,756.56506
CAMERA_DEBUT_COULOIR_DROIT.mp4,202,54,backpack,0.67,460.64087,687.3873
CAMERA_DEBUT_COULOIR_DROIT.mp4,202,65,person,0.35,342.96216,640.9792
CAMERA_DEBUT_COULOIR_DROIT.mp4,203,42,person,0.44,377.0492,654.3683
CAMERA_DEBUT_COULOIR_DROIT.mp4,203,43,person,0.85,433.06082,762.55536
CAMERA_DEBUT_COULOIR_DROIT.mp4,203,54,backpack,0.7,458.88037,688.59015
CAMERA_DEBUT_COULOIR_DROIT.mp4,203,30,person,0.37,345.38043,640.1311
CAMERA_DEBUT_COULOIR_DROIT.mp4,204,42,person,0.42,376.8438,652.5815
CAMERA_DEBUT_COULOIR_DROIT.mp4,204,43,person,0.86,431.14148,762.00775
CAMERA_DEBUT_COULOIR_DROIT.mp4,204,54,backpack,0.51,456.10565,690.6141
CAMERA_DEBUT_COULOIR_DROIT.mp4,204,30,person,0.39,345.37775,640.4735
CAMERA_DEBUT_COULOIR_DROIT.mp4,205,42,person,0.49,377.85468,652.09503
CAMERA_DEBUT_COULOIR_DROIT.mp4,205,43,person,0.88,428.53894,763.3043
CAMERA_DEBUT_COULOIR_DROIT.mp4,205,54,backpack,0.43,452.15494,695.03564
CAMERA_DEBUT_COULOIR_DROIT.mp4,205,30,person,0.41,345.64774,640.60925
CAMERA_DEBUT_COULOIR_DROIT.mp4,205,71,person,0.42,372.92303,651.30396
CAMERA_DEBUT_COULOIR_DROIT.mp4,206,42,person,0.54,378.47534,653.05096
CAMERA_DEBUT_COULOIR_DROIT.mp4,206,43,person,0.88,425.86197,763.8893
CAMERA_DEBUT_COULOIR_DROIT.mp4,206,71,person,0.44,372.54346,653.61475
CAMERA_DEBUT_COULOIR_DROIT.mp4,206,65,person,0.39,343.11694,641.47473
CAMERA_DEBUT_COULOIR_DROIT.mp4,207,42,person,0.55,377.73697,654.03235
CAMERA_DEBUT_COULOIR_DROIT.mp4,207,43,person,0.89,423.85486,762.39386
